subNo index mean periodicity nEvents pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 seqDuration startInterval trialDuration 
3.0000 1.0000 -9.0000 0.0000 16.0000 2 -1.0000 1.0000 5.4560 0.0000 -4.4706 -7.3617 -10.8741 -9.4202 -1.8574 -15.6176 -16.8415 1.3104 -10.6106 -2.9999 -7.6267 -13.8553 -14.9046 -6.7715 -13.9390 -7.7082 -9.4767 -4.1314 -14.1212 -9.7926 0.4886 0.3893 0.2376 0.3532 0.2996 0.4344 0.3507 0.3898 0.2057 0.5075 0.2190 0.3290 0.3839 0.2803 0.3986 0.3028 0.2079 0.3334 0.2087 6.3200 1.4816 6.9571 
3.0000 2.0000 9.0000 1.0000 5.0000 8 1.0000 1.0000 1.6580 0.0000 5.2661 17.0592 6.7991 12.4270 7.2475 8.9919 10.9787 11.3166 1.6293 15.3068 3.4857 8.1270 6.5078 5.5777 23.0351 10.3675 9.3913 3.7808 9.1052 5.4461 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7175 3.3918 
3.0000 3.0000 -9.0000 0.0000 4.0000 2 -1.0000 1.0000 1.1180 0.0000 -5.1379 -11.6121 -19.4354 -11.9358 -14.3211 -10.0051 -0.5333 -8.4081 -6.3601 -6.5452 -4.6795 -8.0151 -11.2429 -6.8870 -10.8863 -12.7489 -8.7241 -13.9507 2.0466 -12.5269 0.2931 0.2061 0.4382 0.3011 0.3979 0.2920 0.4709 0.2313 0.3310 0.3927 0.2204 0.4702 0.3222 0.2636 0.3222 0.3643 0.4251 0.2470 0.3278 6.3170 1.5016 2.6357 
3.0000 4.0000 -7.0000 0.0000 4.0000 2 -1.0000 1.0000 1.1950 0.0000 -7.9177 -2.0254 -14.3770 1.9792 -13.5879 1.5815 -8.5126 -1.7422 -9.9114 -11.6553 -12.0332 -6.7606 -7.6569 -11.1711 -0.6589 -12.7892 -7.2458 -3.7024 -5.3899 -5.3826 0.2185 0.4550 0.2629 0.3012 0.3660 0.4825 0.2049 0.2496 0.3363 0.4155 0.2428 0.3226 0.5071 0.2097 0.2387 0.3493 0.2344 0.5210 0.4072 6.3251 1.6595 2.8627 
3.0000 5.0000 5.0000 1.0000 5.0000 8 1.0000 1.0000 1.4860 0.0000 0.1233 14.8487 3.1886 10.3921 13.0076 6.4278 12.0492 5.0961 -3.3796 7.0125 3.3826 8.0687 -0.2579 -0.7703 5.3850 3.8703 5.9502 -1.9667 5.8897 2.3092 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7252 3.2204 
3.0000 6.0000 -5.0000 1.0000 10.0000 2 -1.0000 1.0000 3.0560 0.0000 -0.5690 -4.1527 1.1357 -7.4793 -4.3851 -6.6231 -7.9903 -12.0349 -4.0773 0.4044 -11.2020 -10.0566 -2.4926 -12.3641 -5.0175 -2.0802 -6.2508 -10.2458 5.8369 0.1850 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6242 4.6899 
3.0000 7.0000 -5.0000 0.0000 8.0000 2 -1.0000 1.0000 2.0270 0.0000 -9.2403 -7.5732 -10.2830 8.1778 -1.8608 -2.1799 -8.2302 -1.9157 2.0439 -10.3619 -9.7064 -3.4337 -4.3965 -9.0757 3.9764 -7.8788 -6.3259 -9.0318 -5.4457 -6.6424 0.3947 0.2123 0.2776 0.2274 0.2738 0.2336 0.2922 0.4299 0.3987 0.4340 0.5133 0.3754 0.2238 0.4645 0.3276 0.2270 0.4510 0.2152 0.3543 6.3262 1.6845 3.7111 
3.0000 8.0000 3.0000 1.0000 5.0000 8 1.0000 1.0000 1.5560 0.0000 -1.4080 7.6361 8.0011 8.4961 9.9730 -4.0719 0.4840 -6.5036 -5.7779 4.7971 2.3230 1.0766 1.2576 2.8853 0.8170 1.9314 10.1730 1.7901 8.3886 5.9105 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6898 3.2403 
3.0000 9.0000 -3.0000 0.0000 5.0000 2 -1.0000 1.0000 1.2360 0.0000 0.4557 -1.9437 -1.6819 -7.4856 1.7359 -8.1513 -5.7015 -5.2099 4.5173 -6.8584 -5.8832 -9.8989 5.8485 -2.4515 -5.1361 -12.6752 -1.5725 -5.3432 2.0176 3.7114 0.3541 0.2630 0.3449 0.2676 0.3930 0.3675 0.4589 0.2299 0.3086 0.3622 0.2363 0.4975 0.2142 0.2900 0.2629 0.4913 0.4471 0.2331 0.3088 6.3307 1.6689 2.9203 
3.0000 10.0000 -1.0000 0.0000 5.0000 2 -1.0000 1.0000 1.8520 0.0000 2.7749 -1.8567 -5.2970 -6.7187 -1.8875 2.8821 -8.5201 -6.4876 -3.2806 6.9153 3.7576 6.7772 -10.0335 -1.3688 2.7373 -1.1692 0.5493 0.2208 -4.4939 4.5372 0.3334 0.2840 0.5027 0.3832 0.4628 0.2123 0.3048 0.3683 0.2913 0.3332 0.4590 0.2512 0.3418 0.2386 0.2075 0.2623 0.4625 0.2357 0.3923 6.3269 1.6134 3.4863 
