subNo index mean periodicity nEvents pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 seqDuration startInterval trialDuration 
12.0000 1.0000 -9.0000 1.0000 7.0000 8 -1.0000 1.0000 2.0370 0.0000 -9.2485 -4.1133 -6.8802 -7.4028 -8.5627 -7.6734 -7.2082 -17.4174 -6.7781 -12.5756 -7.9687 -6.8151 -8.0260 -4.2434 -14.7468 -4.4490 -22.0517 -7.6499 -1.9056 -15.2724 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7291 3.7712 
12.0000 2.0000 9.0000 1.0000 5.0000 2 1.0000 1.0000 1.3520 0.0000 13.8333 10.5297 2.9159 5.9337 6.5687 11.5232 13.3125 3.8305 20.3395 8.0738 13.9305 7.4068 1.8619 8.2700 11.4626 1.2763 14.7442 12.4716 3.2474 9.1972 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5066 2.8689 
12.0000 3.0000 9.0000 0.0000 4.0000 2 1.0000 1.0000 1.2560 0.0000 11.9930 11.5263 2.3772 10.7887 -0.7401 6.0738 10.8523 15.7037 8.5065 3.6993 6.9283 3.9467 7.3065 11.7981 10.3517 8.7326 7.9979 21.7509 13.1235 5.5052 0.3793 0.4382 0.2366 0.3147 0.2371 0.4884 0.2083 0.4907 0.4094 0.2658 0.3915 0.2118 0.2540 0.3807 0.3529 0.2558 0.3233 0.2263 0.4623 6.3270 1.4279 2.6896 
12.0000 4.0000 9.0000 0.0000 5.0000 2 1.0000 1.0000 1.2960 0.0000 4.9366 5.9176 9.6213 3.2313 4.7639 15.0677 9.8961 13.8181 6.7214 7.1245 11.7465 2.5587 -0.7787 20.0899 10.4667 6.4616 14.4422 9.7177 12.5414 11.1672 0.2484 0.2091 0.3347 0.4118 0.3544 0.2907 0.3299 0.2655 0.3521 0.3170 0.4958 0.2027 0.5034 0.2004 0.3825 0.2868 0.5186 0.3532 0.2658 6.3228 1.4171 2.7137 
12.0000 5.0000 -7.0000 1.0000 4.0000 8 -1.0000 1.0000 1.3160 0.0000 -3.1647 -3.1509 -1.4550 -8.8387 -9.6550 0.0385 -16.1266 -5.6700 -13.9473 -9.8826 -9.4170 0.9734 -3.2294 -14.6589 -8.6631 -10.0193 -3.1012 -3.5270 -6.2180 -11.7969 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.4895 2.8163 
12.0000 6.0000 -7.0000 1.0000 4.0000 8 -1.0000 1.0000 1.1180 0.0000 -5.3560 -13.7672 -9.1062 -6.0742 1.4089 -10.4498 -7.3235 -6.8142 -11.8069 -13.4494 3.4700 -5.3660 -6.8063 -9.0714 -12.3885 -6.0148 -6.7074 -10.0865 3.7173 -8.7652 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6144 2.7519 
12.0000 7.0000 -7.0000 0.0000 4.0000 8 -1.0000 1.0000 1.1250 0.0000 -3.3194 -11.6356 -7.9539 -2.7218 -13.7709 -3.3895 -13.7848 -0.7397 -11.2354 -5.7794 0.1975 -6.9911 -18.6730 -10.1772 -7.3644 -3.3451 -8.0701 -4.5840 -0.0072 -7.5118 0.3624 0.3010 0.3548 0.2506 0.3153 0.2053 0.2952 0.2069 0.4815 0.3105 0.4273 0.2163 0.2998 0.4665 0.3817 0.2506 0.4192 0.2973 0.4827 6.3247 1.4220 2.5589 
12.0000 8.0000 -5.0000 1.0000 5.0000 8 -1.0000 1.0000 1.6570 0.0000 -1.6688 -3.1615 -2.2975 -5.8427 -12.9757 -8.7487 -7.9558 9.7485 -5.3211 0.3916 -3.8828 -5.7366 -12.1273 -11.1889 -7.5751 -3.6539 -5.5579 -3.7379 -5.6808 -2.6220 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7102 3.3743 
12.0000 9.0000 5.0000 0.0000 3.0000 2 1.0000 1.0000 0.7900 0.0000 6.6543 9.5533 0.8853 4.6568 4.0955 4.4467 11.9500 -0.4702 12.1306 8.8155 11.5234 4.2962 7.5536 -4.6936 4.3484 -5.4452 9.7704 3.7385 6.5222 1.5283 0.2451 0.2128 0.5298 0.2216 0.4630 0.1998 0.4187 0.2072 0.3685 0.2989 0.3307 0.2102 0.2857 0.4492 0.4958 0.4157 0.2100 0.4903 0.2679 6.3211 1.5101 2.3076 
12.0000 10.0000 -3.0000 1.0000 4.0000 8 -1.0000 1.0000 1.2790 0.0000 1.0008 -1.0018 -7.5945 -4.5368 2.1131 -6.0510 -10.7764 -6.6803 6.7011 -4.7471 -13.3984 -1.0829 1.6818 -6.4206 -4.0428 -4.2308 -3.2539 0.3448 5.3004 -4.4796 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.4847 2.7795 
12.0000 11.0000 -3.0000 0.0000 4.0000 8 -1.0000 1.0000 1.0570 0.0000 -1.3579 -6.3132 -2.9731 -1.4772 4.9798 -7.8643 -8.2435 -5.5588 -4.1204 5.6564 -12.7405 -0.5595 -2.5534 -4.6504 -3.5230 -9.2098 1.1334 -6.5785 3.6526 2.9616 0.2458 0.2896 0.2348 0.3478 0.2329 0.3237 0.2132 0.3273 0.4272 0.2739 0.3581 0.4169 0.3892 0.5216 0.2600 0.4563 0.4026 0.3357 0.2631 6.3199 1.4279 2.4912 
12.0000 12.0000 1.0000 0.0000 5.0000 2 1.0000 1.0000 1.4550 0.0000 3.8366 4.9925 -6.9077 0.5625 -0.1112 -1.2654 0.8705 -1.7102 2.5560 10.4107 -2.2870 6.0245 9.7032 -0.8879 -3.9765 -8.9887 5.7820 0.2609 2.2921 -0.6894 0.3287 0.2598 0.4337 0.3992 0.4527 0.2079 0.2509 0.3235 0.3878 0.4453 0.2269 0.3454 0.3092 0.2770 0.3856 0.2426 0.3612 0.3193 0.3608 6.3175 1.5020 2.9722 
12.0000 13.0000 -0.0000 1.0000 4.0000 8 -1.0000 1.0000 1.0380 0.0000 -1.3508 -7.0413 5.8814 0.6765 5.5801 -0.1478 -3.9990 7.1018 -1.3901 -5.3621 -8.7455 6.7062 1.6691 -4.1941 1.2276 1.0099 4.2504 -9.4802 2.2354 4.1963 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5137 2.5552 
12.0000 14.0000 0.0000 0.0000 6.0000 8 -1.0000 1.0000 2.0850 0.0000 -4.2717 0.7023 -5.6695 -2.7661 -5.6349 3.0710 -3.2972 -2.1668 -5.7194 -2.8949 8.8186 2.1877 5.7849 7.8409 3.1393 10.1612 -4.5488 -1.8054 -2.7794 0.5396 0.3483 0.4276 0.4790 0.2716 0.3169 0.4368 0.2902 0.2267 0.4746 0.2317 0.3855 0.2274 0.3839 0.3337 0.2177 0.3368 0.2410 0.3703 0.3318 6.3314 1.5080 3.6019 
12.0000 15.0000 0.0000 0.0000 6.0000 8 -1.0000 1.0000 1.7350 0.0000 1.6149 1.6397 0.1918 -3.7404 -5.5785 -6.0502 12.2814 -1.8174 2.1185 -0.3224 -2.2208 5.2743 6.3023 2.6807 -6.8002 -1.6403 1.0228 4.0031 -8.0727 0.6594 0.2164 0.4723 0.2242 0.2921 0.3964 0.2272 0.3456 0.2589 0.3779 0.2223 0.4433 0.3780 0.4149 0.2398 0.2835 0.4613 0.3431 0.4032 0.3226 6.3231 1.5837 3.3191 
12.0000 16.0000 0.0000 1.0000 4.0000 8 -1.0000 1.0000 1.2480 0.0000 2.1712 -0.5606 -1.3333 -5.5984 -15.4611 0.7770 1.6208 3.1843 5.9773 4.9892 -3.8743 8.4241 4.3746 1.5099 -3.0199 0.4047 0.3652 -2.5378 -1.7636 -1.6414 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7148 2.9657 
12.0000 17.0000 -0.0000 0.0000 6.0000 8 -1.0000 0.0000 1.8700 1.0000 1.6049 -1.7567 -6.6755 4.1018 -8.6369 1.6560 -3.6250 -8.0720 1.1189 4.6283 -1.8477 11.0164 -5.6271 2.1562 -0.2292 3.5673 1.6876 1.7830 -3.2267 6.1573 0.2536 0.3481 0.5119 0.3340 0.2697 0.4403 0.2260 0.2748 0.2093 0.3780 0.4915 0.2844 0.3367 0.3986 0.2802 0.2340 0.4455 0.3478 0.2668 6.3315 1.6851 3.5541 
12.0000 18.0000 0.9900 1.0000 6.0000 2 1.0000 1.0000 1.7380 1.0000 -3.4578 6.9358 6.3369 3.5531 -1.0868 1.3255 4.0143 2.9441 -1.4463 -3.2386 9.6186 -0.3251 -9.6676 -3.9662 5.8819 3.3230 -7.4620 4.0270 -1.1345 3.8194 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6777 3.4389 
12.0000 19.0000 0.9900 0.0000 8.0000 8 -1.0000 0.0000 2.4570 1.0000 -1.0164 2.8571 -1.5584 10.7825 4.2954 4.6638 8.4932 -2.9204 -7.3124 3.6725 -4.2457 -4.5572 4.2786 0.2316 -3.8961 8.8956 -2.7378 -0.8352 2.6598 -3.2228 0.2788 0.3332 0.2903 0.3633 0.2409 0.3937 0.4826 0.2218 0.3026 0.4653 0.2101 0.2714 0.2271 0.3304 0.4656 0.2776 0.5299 0.3455 0.3058 6.3359 1.4665 3.9415 
12.0000 20.0000 1.9800 1.0000 6.0000 2 1.0000 1.0000 1.6940 1.0000 -2.3124 0.6472 2.6895 5.3309 -0.9269 3.2823 6.5592 1.4205 7.4911 -8.7411 5.2251 0.4101 -6.9256 -4.4195 4.8878 7.2087 9.0794 7.4727 1.9608 0.3987 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5304 3.2442 
12.0000 21.0000 -1.9800 1.0000 6.0000 8 -1.0000 1.0000 1.8340 1.0000 -4.5871 2.4128 7.9787 0.7682 -5.9109 5.8742 -10.3962 4.0114 -3.0252 -2.8190 -7.5447 -9.0036 -9.0463 2.8370 -5.0730 -0.6411 -1.1607 -2.4863 -1.7612 -1.9040 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6799 3.5182 
12.0000 22.0000 -1.9800 0.0000 5.0000 8 -1.0000 1.0000 1.3300 2.0000 -2.0807 -2.8943 -6.0509 9.6839 -1.8141 -3.1310 -0.7456 -5.1770 -0.9982 -2.5781 2.5535 -7.0055 -14.9304 3.4719 -1.6459 -3.4244 2.8630 3.6137 -6.6616 -2.5939 0.2421 0.2046 0.3243 0.2422 0.4220 0.2966 0.4043 0.2783 0.3074 0.4248 0.2229 0.3828 0.4564 0.3592 0.2159 0.3981 0.4970 0.2620 0.3776 6.3185 1.5559 2.8976 
12.0000 23.0000 1.6500 1.0000 5.0000 8 -1.0000 0.0000 1.4170 2.0000 -1.0168 0.0297 1.7416 -2.2875 9.2615 -4.1590 2.9256 -4.5975 7.2538 0.2115 6.2109 -10.7829 6.7044 7.5610 0.6389 -0.9155 2.1645 0.0343 8.7922 3.0103 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5851 3.0179 
