subNo index block level mean periodicity nEvents pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 seqDuration startInterval trialDuration 
12.0000 41.0000 1.0000 2.0000 3.2500 0.0000 4.0000 2 1.0000 1.0000 1.2120 2.2847 4.7188 -0.1360 -9.7656 5.9120 2.0177 4.7854 0.5305 0.7560 3.1167 1.4762 5.6068 -0.3080 0.9722 8.1712 13.5076 1.4354 3.0076 4.1667 12.6446 0.4708 0.3359 0.2236 0.4195 0.2281 0.3717 0.4486 0.2666 0.4083 0.2718 0.2329 0.2013 0.4301 0.2210 0.5201 0.3377 0.2890 0.3697 0.2715 6.3182 1.6952 2.9126 
12.0000 31.0000 1.0000 -1.0000 -1.6250 1.0000 6.0000 8 -1.0000 1.0000 1.7840 2.3689 -0.5969 -2.5255 -7.6266 1.0814 0.8754 -3.0878 1.3350 7.2867 1.3217 -5.6865 2.3968 -5.8259 1.0389 -11.3975 -9.9512 -3.4857 -5.7340 5.9132 -1.4046 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5078 3.3017 
12.0000 45.0000 1.0000 -1.0000 -1.6250 1.0000 10.0000 8 -1.0000 1.0000 3.0510 -2.2356 -7.6845 1.2477 -2.5884 4.9232 -4.3070 -2.1671 -5.0240 -6.7447 3.8422 -0.8199 -1.5493 1.2751 -0.5691 8.9825 -2.3574 -3.6215 2.1699 0.3652 -15.0773 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6135 4.6685 
12.0000 57.0000 1.0000 -4.0000 -6.5000 1.0000 9.0000 8 -1.0000 1.0000 2.7360 -5.6315 -7.2259 -1.1818 -8.7196 1.4217 -5.9066 -15.2942 -7.7238 -10.1715 -4.3258 -5.7775 -4.6231 -3.7775 -12.8053 1.3420 -16.5447 -10.3569 0.1789 -5.5883 -5.5015 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6584 4.4037 
12.0000 54.0000 1.0000 1.0000 1.6250 0.0000 9.0000 2 1.0000 1.0000 2.9840 2.6064 -0.9210 3.9160 -7.4019 5.7851 1.9203 0.8732 -3.8090 -0.8786 4.3356 12.4136 8.8330 0.9873 -0.3612 1.4683 5.1191 -1.2709 9.6530 -3.9095 -5.0355 0.3422 0.3678 0.4083 0.4418 0.2710 0.2427 0.4171 0.2088 0.3900 0.2198 0.3550 0.4914 0.2518 0.2875 0.2193 0.3217 0.5213 0.2344 0.3308 6.3227 1.5808 4.5682 
12.0000 15.0000 1.0000 -4.0000 -6.5000 1.0000 4.0000 8 -1.0000 1.0000 1.1350 -3.5392 -17.3388 -6.7591 -6.1633 -6.1256 -11.6739 -4.2383 -1.8073 -8.3783 -5.2956 0.0489 -7.8482 -9.7192 -1.4191 -12.1692 -0.7475 -15.6576 -6.6870 -1.3040 -2.1618 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6515 2.7853 
12.0000 1.0000 1.0000 -4.0000 -6.5000 1.0000 9.0000 8 -1.0000 1.0000 2.6680 -8.9587 -7.3233 -8.2193 -5.3837 -12.4200 -8.3034 -8.1580 -3.5016 -10.9163 -4.3918 -17.1059 -10.8258 -8.9639 -5.6965 1.1979 -11.2474 -2.5979 3.0635 -2.9755 0.8291 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6343 4.3017 
12.0000 9.0000 1.0000 -2.0000 -3.2500 0.0000 5.0000 8 -1.0000 1.0000 1.4880 -3.4864 -10.1010 2.3275 -1.4660 2.4658 -2.5327 -5.3120 -1.1350 -4.1240 -2.8002 5.5782 -5.5096 1.3314 -3.7464 -18.0088 -5.6310 -1.6255 -4.0549 -5.3813 -2.7276 0.2118 0.2611 0.3216 0.2419 0.4699 0.2055 0.2456 0.4105 0.2487 0.4197 0.4478 0.2549 0.3717 0.3225 0.3902 0.3531 0.2480 0.5089 0.3863 6.3196 1.4911 2.9890 
12.0000 32.0000 1.0000 0.0000 0.0000 1.0000 11.0000 2 1.0000 0.0000 3.4640 1.8298 0.5354 -6.3049 -9.3609 2.7960 11.0913 0.4390 1.9583 -0.4329 1.2218 -7.0133 -6.3409 -0.2897 -2.2985 0.2349 7.6411 -1.1575 1.7448 5.5432 -2.8867 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5989 5.0817 
12.0000 16.0000 1.0000 -2.0000 -3.2500 1.0000 7.0000 8 -1.0000 1.0000 2.0850 -3.7905 -10.0923 0.0372 1.3872 -4.0440 -4.9913 -3.2695 0.2823 -2.2364 -6.5455 -0.8626 -2.8200 -4.8874 -15.6342 -5.6700 5.6009 0.4352 5.1607 -8.9717 -2.4302 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5930 3.6854 
12.0000 28.0000 1.0000 4.0000 6.5000 0.0000 5.0000 2 1.0000 1.0000 1.3730 8.8879 13.7066 5.7776 8.5298 6.9301 4.0492 -2.5825 11.1318 6.0978 6.4201 -2.1770 -0.6694 6.4382 13.4343 7.4893 15.0670 5.6562 3.5028 11.7035 1.2736 0.2807 0.4573 0.2445 0.3886 0.2975 0.3458 0.3201 0.2670 0.3945 0.2897 0.2177 0.4552 0.2674 0.4977 0.4460 0.2160 0.4203 0.2495 0.2811 6.3364 1.4178 2.8065 
12.0000 42.0000 1.0000 4.0000 6.5000 0.0000 5.0000 2 1.0000 1.0000 1.2350 1.5092 2.0432 5.0666 17.1466 7.3401 7.3235 2.8329 6.5639 10.3308 5.3918 -5.0464 5.6308 6.9359 1.9362 13.8106 2.7107 7.1917 14.2742 6.0212 10.6993 0.3474 0.2092 0.2499 0.3273 0.4171 0.3683 0.1999 0.2874 0.4670 0.2912 0.4645 0.3509 0.2193 0.3028 0.4336 0.2792 0.3375 0.4191 0.3490 6.3204 1.5755 2.8195 
12.0000 18.0000 1.0000 0.0000 0.0000 1.0000 7.0000 2 1.0000 1.0000 2.1180 2.2950 -4.7760 -1.3364 0.4854 0.4051 6.4996 8.8115 7.4700 1.0134 -1.0304 -10.4878 -5.8005 -0.3120 2.3804 -6.2984 1.7382 -5.4982 2.3172 4.5255 -2.4199 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.7143 3.8355 
12.0000 4.0000 1.0000 0.0000 0.0000 1.0000 7.0000 8 -1.0000 1.0000 2.1770 0.3131 -0.5616 1.8842 -7.0225 -7.0392 -3.0959 1.4776 -1.9113 -2.3886 1.2862 -7.7329 -4.7566 5.1206 5.1914 4.8032 7.5038 -0.3128 6.7661 -6.9110 7.5811 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6799 3.8611 
12.0000 64.0000 1.0000 -4.0000 -6.5000 0.0000 4.0000 8 -1.0000 1.0000 1.4500 -8.0640 1.3107 -16.3295 -2.2445 -1.5590 -4.3172 -3.1926 1.1984 -9.3221 -5.7091 -14.2776 -4.1530 -8.9262 -8.3700 -9.5674 -6.6513 -4.7329 -1.6416 -10.0810 -13.7257 0.5128 0.2158 0.2857 0.4508 0.2629 0.2230 0.3365 0.2237 0.5248 0.2146 0.3944 0.5021 0.2478 0.2079 0.3932 0.4819 0.2400 0.2136 0.3946 6.3261 1.6379 3.1005 
12.0000 19.0000 1.0000 1.0000 1.6250 1.0000 10.0000 2 1.0000 1.0000 3.2000 -2.3267 -0.7158 5.6152 0.5134 -5.7167 0.0760 10.6573 -5.4900 5.0628 1.6332 6.1206 3.0863 6.7228 8.6551 6.4431 -2.0703 -5.2062 4.1097 -4.0624 0.3304 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6706 4.8843 
12.0000 33.0000 1.0000 1.0000 1.6250 1.0000 5.0000 2 1.0000 1.0000 1.4860 -3.1420 1.4811 1.1691 4.8761 3.4605 8.8927 0.8275 -0.9228 2.3242 3.2371 -1.5165 6.5169 7.3310 -0.5712 4.6159 -8.0310 -3.0337 1.8722 -7.4328 11.8098 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6769 3.1700 
12.0000 40.0000 1.0000 1.0000 1.6250 0.0000 6.0000 2 1.0000 1.0000 1.7290 -2.3780 -3.0316 4.8054 11.1797 1.0661 2.4729 -0.7952 -3.5457 2.8656 3.9136 5.5082 0.6812 5.3770 6.4776 -4.7797 8.6608 2.3365 3.9044 -8.8377 -3.4141 0.3160 0.5146 0.3184 0.2100 0.3138 0.3391 0.4831 0.2067 0.3097 0.4806 0.2154 0.2754 0.2387 0.2888 0.4234 0.2494 0.4717 0.4327 0.2451 6.3327 1.5935 3.3302 
12.0000 10.0000 1.0000 -1.0000 -1.6250 0.0000 5.0000 2 1.0000 0.0000 1.5070 -6.3186 5.3207 -2.2817 -0.5585 6.6309 -2.1900 -4.0969 -8.2930 -2.3407 -7.3190 -9.5901 -2.8679 -0.7706 -2.0888 -4.9121 0.7159 -0.9495 -4.1726 3.2138 9.7353 0.3248 0.2114 0.5005 0.3958 0.2141 0.3821 0.2859 0.2140 0.2730 0.3383 0.4752 0.2521 0.4564 0.2301 0.5302 0.3890 0.2903 0.2424 0.3276 6.3336 1.5316 3.0411 
12.0000 21.0000 1.0000 4.0000 6.5000 1.0000 9.0000 2 1.0000 1.0000 2.7270 5.4209 1.1176 0.8107 0.9258 7.3083 15.7295 4.3053 8.9496 1.5580 9.2235 5.5939 4.3947 2.6373 9.7305 11.4705 -2.0710 11.7520 17.0124 6.8867 5.7587 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5353 4.2606 
12.0000 22.0000 1.0000 -4.0000 -6.5000 0.0000 8.0000 8 -1.0000 1.0000 2.7590 -2.2013 2.3499 -5.5541 -4.1180 -12.6110 -8.5622 -6.9211 -11.0822 -6.4182 -1.1906 0.0485 -5.5950 -6.6514 -14.1153 -0.5652 -14.9649 -15.0681 -5.4801 -6.9681 -4.7996 0.4511 0.3069 0.4842 0.2826 0.2525 0.3120 0.4168 0.3148 0.3464 0.2894 0.3395 0.2443 0.2773 0.5113 0.2839 0.3820 0.2640 0.3102 0.2631 6.3323 1.5757 4.3432 
12.0000 13.0000 1.0000 2.0000 3.2500 0.0000 6.0000 2 1.0000 1.0000 1.9190 0.7866 3.9453 6.9416 4.5417 12.8946 1.7607 14.6274 0.8119 7.5138 1.0364 0.7555 -3.5381 -0.3286 4.2234 7.9646 -2.9181 -4.2968 4.3086 -1.2501 4.9710 0.3701 0.2722 0.4751 0.2358 0.3572 0.2371 0.3608 0.2897 0.4646 0.3507 0.2596 0.4664 0.3987 0.3338 0.3969 0.2561 0.2881 0.2282 0.2819 6.3231 1.7290 3.6699 
