subNo index mean periodicity nEvents pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 seqDuration startInterval trialDuration 
14.0000 1.0000 9.0000 0.0000 5.0000 2 1.0000 1.0000 1.4900 0.0000 7.5598 5.9146 11.0700 9.6864 6.2460 6.2249 11.9274 15.0803 4.4905 9.0937 9.1860 10.1594 9.3143 3.7864 12.0265 6.6535 5.8172 -0.8576 14.1909 23.1959 0.4753 0.2689 0.2137 0.3028 0.3780 0.3461 0.2592 0.5202 0.4937 0.2197 0.4208 0.4780 0.2039 0.2502 0.3015 0.2464 0.4277 0.2427 0.2833 6.3322 1.5615 3.0571 
14.0000 2.0000 -9.0000 0.0000 4.0000 8 -1.0000 1.0000 1.2410 0.0000 -11.3410 -14.6439 -3.2123 -14.0927 1.3178 -9.8228 -12.3441 -10.9469 -6.6269 -16.2212 -10.2102 -2.0976 0.2156 -12.7819 -8.0878 -11.7279 -9.1364 -5.3158 -13.1581 -7.8743 0.3987 0.2389 0.2046 0.4021 0.2839 0.3434 0.4918 0.3578 0.2042 0.4110 0.2021 0.2968 0.3533 0.2844 0.5198 0.2443 0.3742 0.3142 0.3991 6.3247 1.6779 2.9249 
14.0000 3.0000 7.0000 0.0000 10.0000 2 1.0000 1.0000 3.1610 0.0000 11.2370 -0.0938 12.5520 11.0893 15.7857 3.8563 8.6578 1.4558 6.1562 5.3008 3.2767 -3.9110 3.4550 3.3567 7.4732 9.1219 13.8313 10.7387 10.8189 6.3765 0.3554 0.3001 0.4047 0.2437 0.3242 0.2206 0.2640 0.4696 0.2221 0.4344 0.2017 0.5054 0.2861 0.5076 0.2207 0.3789 0.2702 0.4836 0.2266 6.3196 1.4618 4.6288 
14.0000 4.0000 -5.0000 1.0000 3.0000 8 -1.0000 1.0000 0.8760 0.0000 -1.0438 -8.5883 -10.4656 -7.1276 2.3216 -3.7461 -1.0907 -4.7748 -6.5650 -5.7192 -3.1340 -6.8007 1.4495 -3.0993 -2.3797 -1.0628 -12.8083 -18.0504 -8.7755 1.1497 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6263 2.5269 
14.0000 5.0000 5.0000 0.0000 3.0000 2 1.0000 1.0000 0.9680 0.0000 6.3144 9.8988 12.8433 3.0598 3.6807 7.6727 -1.0529 6.9904 -2.7710 12.4789 7.0995 -0.1959 -1.0621 3.6256 12.0836 3.7919 0.2975 4.8650 -0.8134 12.7004 0.3806 0.4630 0.3885 0.2101 0.2733 0.3396 0.2596 0.4616 0.2163 0.2896 0.2261 0.3135 0.5009 0.4419 0.3326 0.4339 0.2699 0.2401 0.2863 6.3273 1.4666 2.4525 
14.0000 6.0000 -3.0000 1.0000 3.0000 8 -1.0000 1.0000 0.9890 0.0000 0.5543 -11.9482 -0.9639 -2.3095 -2.9860 -0.1057 2.2469 -1.0980 -1.9085 3.3630 -6.9731 -0.0157 -13.7980 -7.7294 -5.8379 6.2027 -1.6751 -8.9979 -3.3685 -3.4509 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6311 2.6393 
14.0000 7.0000 3.0000 0.0000 6.0000 8 -1.0000 0.0000 1.5530 1.0000 5.8157 -6.3961 0.1768 -3.6207 11.0314 2.8981 8.6915 7.2846 5.7757 0.8450 2.0005 -3.1312 6.3063 2.9791 4.3431 6.5167 -4.2012 8.6329 -2.0495 7.2171 0.3736 0.2384 0.4627 0.2558 0.2004 0.4506 0.2997 0.4201 0.3505 0.4206 0.3738 0.2673 0.2939 0.2182 0.2764 0.3460 0.4782 0.2305 0.3704 6.3271 1.5538 3.1208 
14.0000 8.0000 3.9900 1.0000 4.0000 2 1.0000 1.0000 1.0050 1.0000 -0.1976 7.1554 13.4251 4.4975 7.9264 9.7999 3.5305 3.0396 3.1075 3.7645 11.4793 4.9595 -2.2451 -0.9266 6.2594 1.9894 2.9940 -7.9151 -0.2126 7.5625 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.4170 2.4387 
14.0000 9.0000 3.9900 0.0000 6.0000 2 1.0000 1.0000 2.1350 2.0000 1.0111 12.0010 8.7666 3.7536 10.1328 6.2034 2.0104 -0.6131 -0.9936 3.6273 1.6225 1.9148 7.9730 -9.0040 2.4417 3.5074 9.5734 4.8786 -0.7737 10.4369 0.4107 0.3176 0.4384 0.2838 0.4338 0.2863 0.3876 0.2652 0.4976 0.3793 0.2266 0.2730 0.4153 0.2785 0.2217 0.2846 0.4179 0.2360 0.2665 6.3203 1.4140 3.5527 
14.0000 10.0000 3.6600 1.0000 5.0000 8 -1.0000 0.0000 1.4170 2.0000 8.3027 2.9799 -1.3367 -2.3576 1.5999 6.5100 0.8833 3.6182 7.7529 0.2807 3.3234 6.1070 12.6896 4.4994 12.8970 -8.1786 2.5595 8.5891 3.0720 1.0550 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5403 2.9674 
