subNo index mean periodicity nEvents pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 s7 s8 s9 s10 s11 s12 s13 s14 s15 s16 s17 s18 s19 s20 t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12 t13 t14 t15 t16 t17 t18 t19 seqDuration startInterval trialDuration 
15.0000 1.0000 -9.0000 1.0000 4.0000 2 -1.0000 1.0000 1.1900 0.0000 -8.2079 -9.0108 -13.9961 -5.7760 -3.2672 -16.1886 -9.6363 -6.5541 -2.7939 -14.7817 -11.9491 -5.8736 -4.3464 -7.5147 -3.9117 -22.6039 -9.7986 -7.5347 -7.7008 -9.3392 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6409 2.8412 
15.0000 2.0000 -9.0000 1.0000 9.0000 2 -1.0000 1.0000 2.7060 0.0000 -9.2702 -5.6171 -15.4631 0.3472 -2.4170 -13.0763 -13.3530 -5.4612 -11.8061 -16.1465 -9.2764 -9.1772 -5.4647 -1.2731 -11.7938 -5.5287 -15.9591 -14.2842 -7.6422 -8.8027 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5029 4.2230 
15.0000 3.0000 -9.0000 0.0000 3.0000 2 -1.0000 1.0000 0.6920 0.0000 -6.5920 -11.6369 -13.7871 -15.6749 -18.9350 -12.1984 -9.3560 -4.7106 -0.1512 -10.0217 -7.1846 -6.6267 -10.5004 -10.3413 -4.3049 -10.3457 2.4601 -13.4800 -10.5182 -6.4770 0.2009 0.3103 0.4259 0.3597 0.3997 0.2838 0.3723 0.2739 0.3899 0.2965 0.3964 0.5317 0.3776 0.2963 0.2594 0.2985 0.2701 0.2186 0.3624 6.3238 1.4885 2.1931 
15.0000 4.0000 -9.0000 1.0000 4.0000 2 -1.0000 1.0000 1.0800 0.0000 -12.3412 -2.8909 -13.4058 -1.0639 -9.6812 -13.1620 -4.1135 -10.4163 -8.9904 -15.2156 -7.0097 -11.1583 0.7174 -6.1184 -14.7750 -15.9542 -6.5334 -3.3700 -12.3869 -12.7548 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5104 2.5977 
15.0000 5.0000 9.0000 1.0000 3.0000 8 1.0000 1.0000 0.8040 0.0000 5.8443 7.9397 8.0759 5.6181 6.6119 12.9214 8.7609 10.2638 9.2127 24.7434 3.2933 11.0530 8.8778 9.0725 6.9802 11.6843 7.4292 -1.2171 13.2138 10.6140 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6878 2.5050 
15.0000 6.0000 9.0000 1.0000 2.0000 8 1.0000 1.0000 0.5560 0.0000 11.1300 9.8722 11.9857 9.1730 7.4638 10.8097 3.9797 6.6245 12.4770 9.4875 18.3031 1.1794 12.4580 11.0088 3.5791 -0.0614 3.9658 4.1678 14.6974 16.0594 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.5300 2.0904 
15.0000 7.0000 -9.0000 0.0000 2.0000 2 -1.0000 1.0000 0.5430 0.0000 -8.3360 -10.9042 -7.1074 -15.2558 -9.7836 -11.8952 -8.4236 -8.7010 -7.7012 -11.2908 -13.2300 -2.6239 -8.9339 -14.1414 -13.2028 1.2937 -15.6889 -0.4622 -14.2858 -0.9953 0.4015 0.3599 0.2126 0.4163 0.3699 0.4595 0.2599 0.3240 0.2550 0.3096 0.2127 0.3719 0.4393 0.3450 0.5077 0.2235 0.2511 0.3223 0.2764 6.3182 1.7209 2.2771 
15.0000 8.0000 -7.0000 1.0000 4.0000 2 -1.0000 1.0000 1.1520 0.0000 -11.3227 -2.2249 -8.7783 -4.6293 -8.6523 -6.6719 -2.8566 -7.8921 0.4475 -5.4779 -16.6565 -12.3867 -13.6490 -13.1890 -4.5989 3.5050 -7.2149 -4.3408 -8.4889 -6.3581 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6656 2.8193 
15.0000 9.0000 7.0000 0.0000 3.0000 8 1.0000 1.0000 0.8450 0.0000 10.8965 5.5481 10.9422 2.6075 5.3493 17.2119 8.5615 9.2910 -4.4649 10.2965 1.9535 13.2197 4.0590 7.9921 7.6349 7.3824 2.0502 1.0818 10.2013 10.1709 0.2095 0.3402 0.4825 0.2872 0.3330 0.2113 0.4131 0.2892 0.3640 0.2515 0.5238 0.2040 0.3086 0.4256 0.2304 0.5269 0.2774 0.2275 0.4293 6.3349 1.4087 2.2623 
15.0000 10.0000 5.0000 1.0000 5.0000 8 1.0000 1.0000 1.4560 0.0000 5.1392 8.6378 7.4760 -4.0161 5.7689 0.0966 2.2935 8.6564 0.2906 13.3047 -0.7952 6.6061 10.7095 8.0359 6.8848 -2.1309 7.4166 10.7295 5.8808 -2.4215 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 0.3330 6.3270 1.6398 3.1066 
